Title,background,method,result,"background,method","background,result","method,result","method,result,background",isInfluential,TotalCitationCount,Year
Probabilistic structured query methods,2,2,0,0,0,0,0,0,6,2003
Probabilistic term variant generator for biomedical terms,6,0,0,0,0,0,0,0,6,2003
Search strategies in content-based image retrieval,2,0,0,0,0,0,0,24,6,2003
Stemming in the language modeling framework,2,2,2,0,0,0,0,0,6,2003
Fuzzy translation of cross-lingual spelling variants,0,0,0,0,0,0,0,0,5,2003
Quantitative evaluation of passage retrieval algorithms for question answering,5,0,0,0,0,0,0,0,5,2003
Resource selection and data fusion in multimedia distributed digital libraries,0,5,0,0,0,0,0,0,5,2003
A System for new event detection,2,0,0,0,0,0,0,8,4,2003
An investigation of broad coverage automatic pronoun resolution for information retrieval,0,4,0,0,0,0,0,0,4,2003
Automatic ranking of retrieval systems in imperfect environments,0,4,0,0,0,0,0,0,4,2003
Building a filtering test collection for TREC 2002,0,2,2,0,0,0,0,8,4,2003
Exploiting query history for document ranking in interactive information retrieval,0,0,0,0,0,0,0,0,4,2003
On an equivalence between PLSI and LDA,2,0,0,0,0,0,0,8,4,2003
On the effectiveness of evaluating retrieval systems in the absence of relevance judgments,0,4,0,0,0,0,0,0,4,2003
Question classification using support vector machines,2,0,0,0,0,0,0,8,4,2003
Robustness of regularized linear classification methods in text categorization,0,0,0,0,0,0,0,0,4,2003
Rule-based word clustering for text classification,0,4,0,0,0,0,0,0,4,2003
Single n-gram stemming,2,0,0,0,0,0,0,0,4,2003
Topic distillation using hierarchy concept tree,0,0,0,4,0,0,0,16,4,2003
User-assisted query translation for interactive CLIR,0,4,0,0,0,0,0,0,4,2003
Assessing the effectiveness of pen-based input queries,0,0,0,0,0,0,0,0,3,2003
Automatic transliteration for Japanese-to-English text retrieval,3,0,0,0,0,0,0,0,3,2003
Error analysis of difficult TREC topics,0,0,0,0,0,0,0,0,3,2003
Topic hierarchy generation via linear discriminant projection,3,0,0,0,0,0,0,0,3,2003
Using asymmetric distributions to improve text classifier probability estimates,1,2,0,0,0,0,0,0,3,2003
Using terminological feedback for web search refinement: a log-based study,0,0,0,0,0,0,0,0,3,2003
Word sense disambiguation in information retrieval revisited,0,0,3,0,0,0,0,0,3,2003
Document-self expansion for text categorization,0,0,0,0,0,0,0,0,2,2003
Evaluating retrieval performance for Japanese question answering: what are best passages?,0,0,0,0,0,0,0,0,2,2003
Experimental result analysis for a generative probabilistic image retrieval model,2,0,0,0,0,0,0,0,2,2003
HAT: a hardware assisted TOP-DOC inverted index component,2,0,0,0,0,0,0,0,2,2003
Modeling annotated data,0,2,0,0,0,0,0,0,2,2003
Query type classification for web document retrieval,0,0,0,0,0,0,0,0,2,2003
Query word deletion prediction,2,0,0,0,0,0,0,0,2,2003
A frequency-based and a poisson-based definition of the probability of being informative,1,0,0,0,0,0,0,0,1,2003
Collaborative filtering via gaussian probabilistic latent semantic analysis,0,0,0,0,0,0,0,0,1,2003
Re-examining the potential effectiveness of interactive query expansion,1,0,0,0,0,0,0,1,1,2003
Building thematic lexical resources by term categorization,0,0,0,0,0,0,0,0,30,2002
Automatic query wefinement using lexical affinities with maximal information gain,4,20,0,4,0,0,0,112,28,2002
Probabilistic combination of text classifiers using reliability indicators: models and results,9,3,0,0,0,0,3,189,21,2002
Resolving query translation ambiguity using a decaying co-occurrence model and syntactic dependence relations,5,0,0,0,0,0,0,0,20,2002
Empirical studies in strategies for Arabic retrieval,0,12,0,0,0,0,0,0,18,2002
Title language model for information retrieval,9,0,0,0,0,0,3,108,18,2002
Using sampled data and regression to merge search engine results,10,6,0,0,0,0,0,0,18,2002
Comparing cross-language query expansion techniques by degrading translation resources,8,8,0,0,0,0,0,64,16,2002
Efficient phrase querying with an auxiliary index,6,9,0,0,0,0,0,45,15,2002
The Importance of Prior Probabilities for Entry Page Search,0,0,0,0,0,0,0,0,15,2002
The impact of corpus size on question answering performance,0,0,5,0,0,5,0,75,15,2002
Unsupervised document classification using sequential information maximization,9,0,3,0,0,0,3,0,15,2002
Web question answering: is more always better?,5,0,0,0,0,0,0,75,15,2002
Spatial information retrieval and geographical ontologies an overview of the SPIRIT project,0,0,0,0,0,0,0,0,14,2002
Using part-of-speech patterns to reduce query ambiguity,12,2,0,0,0,0,0,28,14,2002
Bayesian online classifiers for text classification and filtering,6,0,0,0,0,0,0,72,12,2002
Cross-document summarization by concept classification,0,0,0,0,0,0,0,0,12,2002
Cross-lingual relevance models,3,3,3,0,0,0,0,36,12,2002
Predicting query performance,3,6,0,0,0,0,0,36,12,2002
Two-stage language models for information retrieval,2,4,0,0,0,0,0,24,12,2002
"PageRank, HITS and a unified framework for link analysis",5,0,0,0,0,0,0,50,10,2002
The use of unlabeled data to improve supervised learning for text summarization,2,0,0,0,0,0,0,20,10,2002
Improving stemming for Arabic information retrieval: light stemming and co-occurrence analysis,9,0,0,0,0,0,0,0,9,2002
Novelty and redundancy detection in adaptive filtering,0,3,0,0,0,0,0,0,9,2002
Biterm language models for document retrieval,6,0,0,0,0,0,0,16,8,2002
Compression of inverted indexes For fast query evaluation,8,0,0,0,0,0,0,0,8,2002
Document clustering with cluster refinement and model selection capabilities,0,8,0,0,0,0,0,0,8,2002
Language model for IR using collection information,0,0,0,0,0,0,0,32,8,2002
Term-specific smoothing for the language modeling approach to information retrieval: the importance of a query term,2,3,0,0,0,0,0,14,7,2002
A critical examination of TDT's cost function,3,0,0,0,0,0,0,0,6,2002
A new method of parameter estimation for multinomial naive bayes text classifiers,3,3,0,0,0,0,0,0,6,2002
Finding relevant documents using top ranking sentences: an evaluation of two alternative schemes,6,0,0,0,0,0,0,0,6,2002
Generic summarization and keyphrase extraction using mutual reinforcement principle and sentence clustering,1,4,0,0,0,0,0,0,6,2002
Impact transformation: effective and efficient web retrieval,0,2,2,0,0,0,0,0,6,2002
Statistical cross-language information retrieval using n-best query translations,0,4,0,0,0,0,0,0,6,2002
Study of category score algorithms for k-NN classifier,0,2,0,0,0,0,0,0,6,2002
Video retrieval using an MPEG-7 based inference network,2,4,0,0,0,0,0,12,6,2002
User-centered interface design for cross-language information retrieval,5,0,0,0,0,0,0,0,5,2002
A new family of online algorithms for category ranking,0,0,2,0,0,0,0,0,4,2002
Analysis of lexical signatures for finding lost or related documents,4,0,0,0,0,0,0,0,4,2002
Detecting and Browsing Events in Unstructured text,4,0,0,0,0,0,0,0,4,2002
Document clustering with committees,0,4,0,0,0,0,0,0,4,2002
Experiments in high-dimensional text categorization,4,0,0,0,0,0,0,0,4,2002
Improving realism of topic tracking evaluation,2,0,2,0,0,0,0,0,4,2002
Methods and metrics for cold-start recommendations,0,4,0,0,0,0,0,16,4,2002
Set-based model: a new approach for information retrieval,0,0,0,0,4,0,0,0,4,2002
Task orientation in question answering,4,0,0,0,0,0,0,0,4,2002
Text genre classification with genre-revealing and subject-revealing features,2,0,0,0,0,0,0,0,4,2002
User interface effects in past batch versus user experiments,0,0,0,0,0,0,0,0,4,2002
A logistic regression approach to distributed IR,0,0,0,0,0,0,0,3,3,2002
Hierarchical approach to term suggestion device,0,3,0,0,0,0,0,0,3,2002
HyREX: hyper-media retrieval engine for XML,3,0,0,0,0,0,0,0,3,2002
Liberal relevance criteria of TREC -: counting on negligible documents?,2,0,0,0,0,0,0,9,3,2002
The relationship between ASK and relevance criteria,0,0,0,0,0,0,0,0,3,2002
A visualisation tool for topic tracking analysis and development,0,0,0,2,0,0,0,0,2,2002
How Many Bits are Needed to Store Term Frequencies?,0,2,0,0,0,0,0,0,2,2002
Inverted file search algorithms for collaborative filtering,2,0,0,0,0,0,0,0,2,2002
Relative and absolute term selection criteria: a comparative study for English and Japanese IR,0,2,0,0,0,0,0,0,2,2002
Error correction in a Chinese OCR test collection,0,0,0,0,0,0,0,0,1,2002
Probabilistic multimedia retrieval,0,0,0,0,0,0,0,0,1,2002
Topic difference factor extraction between two document sets and its application to text categorization,0,1,0,0,0,0,0,0,1,2002
Improving query translation for cross-language information retrieval using statistical models,0,0,0,0,0,0,0,360,30,2001
Evaluating a probabilistic model for cross-lingual information retrieval,6,9,0,3,0,0,0,63,21,2001
Static index pruning for information retrieval systems,14,7,0,0,0,0,0,0,21,2001
Temporal summaries of new topics,9,3,0,0,0,0,0,0,18,2001
Finding topic words for hierarchical summarization,6,6,0,0,0,0,0,90,15,2001
Intelligent information triage,5,0,0,0,0,0,0,0,15,2001
Modeling score distributions for combining the outputs of search engines,9,6,0,0,0,0,0,0,15,2001
A meta-learning approach for text categorization,2,6,2,2,0,0,0,28,14,2001
Effective site finding using link anchor information,9,0,0,0,0,0,0,0,12,2001
Empirical investigations on query modification using abductive explanations,6,0,0,0,0,0,0,0,12,2001
Evaluating topic-driven web crawlers,4,4,0,0,0,0,0,48,12,2001
Exploiting redundancy in question answering,3,3,0,0,0,0,0,36,12,2001
Maximum likelihood estimation for filtering thresholds,2,10,0,0,0,0,0,0,12,2001
Rank-preserving two-level caching for scalable search engines,6,0,0,0,0,6,0,0,12,2001
Vector-space ranking with effective early termination,9,3,0,0,0,0,0,0,12,2001
Searcher performance in question answering,3,3,0,0,0,0,0,0,9,2001
Analyses of multiple-evidence combinations for retrieval strategies,0,0,4,0,0,0,0,0,8,2001
Applying summarization techniques for term selection in relevance feedback,2,0,0,0,4,0,0,16,8,2001
Generic summaries for indexing in information retrieval,6,0,0,0,0,0,0,0,8,2001
Relevance-Based Language Models,0,0,0,0,0,0,0,32,8,2001
The score-distributional threshold optimization for adaptive binary classification tasks,4,0,0,0,0,0,0,0,8,2001
XIRQL: a query language for information retrieval in XML documents,2,2,0,0,0,0,0,0,8,2001
A Study of Smoothing Methods for Language Models Applied to Ad Hoc Information Retrieval,0,0,0,0,0,2,0,0,6,2001
Anchor text mining for translation extraction of query terms,6,0,0,0,0,0,0,0,6,2001
"Document Language Models, Query Models, and Risk Minimization for Information Retrieval",0,0,0,0,0,2,2,0,6,2001
Evaluating a content based image retrieval system,0,0,3,0,0,0,0,18,6,2001
Models for metasearch,0,2,0,0,0,0,0,0,6,2001
Probabilistic combination of content and links,0,0,0,2,0,0,0,0,6,2001
Ranking retrieval systems without relevance judgments,3,0,0,0,0,0,0,0,6,2001
Stable algorithms for link analysis,3,0,0,0,0,0,0,0,6,2001
A study of thresholding strategies for text categorization,1,1,0,0,0,0,0,0,5,2001
A homogeneous framework to model relevance feedback,2,2,0,0,0,0,0,0,4,2001
A new approach to unsupervised text summarization,0,0,0,0,0,0,0,8,4,2001
Browsing in a digital library collecting linearly arranged documents,0,4,0,0,0,0,0,0,4,2001
Improving cross language retrieval with triangulated translation,2,2,0,0,0,0,0,0,4,2001
Metasearch consistency,0,2,0,0,0,0,0,0,4,2001
On feature distributional clustering for text categorization,0,0,0,0,0,0,0,16,4,2001
Text summarization via hidden Markov models,2,0,2,0,0,0,0,0,4,2001
Transparent Queries: investigation users' mental models of search engines,4,0,0,0,0,0,0,0,4,2001
Unsupervised and supervised clustering for topic tracking,4,0,0,0,0,0,0,0,4,2001
Automatic web search query generation to create minority language corpora,3,0,0,0,0,0,0,0,3,2001
"Enhanced topic distillation using text, markup tags, and hyperlinks",0,0,0,3,0,0,0,9,3,2001
Automatic generation of concise summaries of spoken dialogues in unrestricted domains,1,0,0,0,0,0,0,0,2,2001
Distributed resource discovery and structured data searching with Chesire II,0,0,0,0,0,0,0,0,2,2001
Evaluation by highly relevant documents,1,0,0,0,0,0,1,2,2,2001
Expressive retrieval from XML documents,0,2,0,0,0,0,0,0,2,2001
Generic text summarization using relevance measure and latent semantic analysis,0,0,0,0,0,0,0,0,2,2001
Interactive phrase browsing within compressed text,0,2,0,0,0,0,0,0,2,2001
Selecting expansion terms in automatic query expansion,0,2,0,0,0,0,0,0,2,2001
Structure and content-based segmentation of speech transcripts,0,0,0,0,0,0,0,0,2,2001
Topic segmentation with an aspect hidden Markov model,0,2,0,0,0,0,0,4,2,2001
Why batch and user evaluations do not give the same results,0,0,2,0,0,0,0,0,2,2001
A statistical learning learning model of text classification for support vector machines,1,0,0,0,0,0,0,0,1,2001
The impact of database selection on distributed searching,10,5,0,0,0,0,0,400,40,2000
Document clustering using word clusters via the information bottleneck method,0,16,0,2,0,0,0,96,24,2000
Improving text categorization methods for event tracking,4,12,0,0,0,0,0,0,24,2000
Bridging the lexical chasm: statistical approaches to answer-finding,5,0,0,0,0,0,0,75,15,2000
Do batch and user evaluations give the same results?,7,7,0,0,0,0,0,0,14,2000
An investigation of linguistic features and clustering algorithms for topical document clustering,3,6,0,0,0,0,0,0,12,2000
Event tracking based on domain dependency,4,4,0,0,0,0,0,0,10,2000
Text filtering by boosting naive Bayes classifiers,0,0,0,0,0,0,0,0,9,2000
Evaluating evaluation measure stability,4,0,0,0,0,0,0,0,8,2000
A practical hypertext catergorization method using links and incrementally available class information,0,3,0,0,0,0,0,0,6,2000
Hierarchical classification of Web content,0,0,0,0,0,0,0,0,6,2000
IR evaluation methods for retrieving highly relevant documents,4,0,0,0,0,0,0,0,6,2000
Multiple evidence combination in image retrieval: Diogenes searches for people on the Web,4,0,0,0,0,0,0,0,6,2000
Stemming and its effects on TFIDF ranking (poster session),0,6,0,0,0,0,0,0,6,2000
Structured translation for cross-language information retrieval,0,2,0,0,0,0,0,12,6,2000
Link-based and content-based evidential information in a belief network model,0,5,0,0,0,0,0,25,5,2000
New paradigms in information visualization (poster session),0,0,0,0,0,0,0,0,5,2000
Automatic generation of overview timelines,0,0,0,0,0,0,0,0,4,2000
Building a question answering test collection,0,2,0,0,0,0,0,0,4,2000
Effects of out of vocabulary words in spoken document retrieval (poster session),0,4,0,0,0,0,0,0,4,2000
Managing photos with AT&T Shoebox (demonstration session),0,0,0,0,0,0,0,0,4,2000
OCELOT: a system for summarizing Web pages,2,0,0,0,0,0,0,0,4,2000
Partial collection replication versus caching for information retrieval systems,0,0,0,0,0,0,2,0,4,2000
Phonetic confusion matrix based spoken document retrieval,0,0,0,0,0,0,0,0,4,2000
"Interactive Internet search: keyword, directory and query reformulation mechanisms compared",3,0,0,0,0,0,0,0,3,2000
Latent semantic space: iterative scaling improves precision of inter-document similarity measurement,1,1,0,0,0,0,0,3,3,2000
Learning probabilistic models of the Web (poster session),0,3,0,0,0,0,0,0,3,2000
The role of a judge in a user based retrieval experiment (poster session),0,0,0,0,0,0,0,0,3,2000
A novel method for the evaluation of Boolean query effectiveness across a wide operational range,0,1,0,0,0,0,0,0,2,2000
Bayes optimal metasearch: a probabilistic model for combining the results of multiple retrieval systems (poster session),0,0,0,0,0,0,0,4,2,2000
Extracting sentence segments for text summarization: a machine learning approach,0,0,0,0,0,0,0,0,2,2000
Finding relevant passages using noun-noun compounds (poster session): coherence vs. proximity,2,0,0,0,0,0,0,0,2,2000
Influence of speech recognition errors on topic detection (poster session),2,0,0,0,0,0,0,0,2,2000
Relevance feedback with a small number of relevance judgements: incremental relevance feedback vs. document clustering,0,1,0,0,0,0,0,2,2,2000
The feature quantity: an information theoretic perspective of Tfidf-like measures,1,0,0,0,0,0,0,0,2,2000
Theme-based retrieval of Web news (poster session),0,2,0,0,0,0,0,0,2,2000
Word document density and relevance scoring (poster session),0,2,0,0,0,0,0,0,2,2000
Document centered approach to text normalization,1,0,0,0,0,0,0,0,1,2000
Hill climbing algorithms for content-based retrieval of similar configurations,0,1,0,0,0,0,0,0,1,2000
Ranking digital images using combination of evidences (poster session),0,1,0,0,0,0,0,0,1,2000
Comparing the performance of database selection algorithms,14,0,0,0,0,0,0,0,35,1999
"Visualization of search results: a comparative evaluation of text, 2D, and 3D interfaces",20,5,0,0,0,0,0,0,25,1999
A comparison of query translation methods for English-Japanese cross-language information retrieval (poster abstract),0,0,0,0,0,0,0,0,20,1999
Cluster-based language models for distributed retrieval,2,4,0,0,0,0,0,0,18,1999
Context-sensitive vocabulary mapping with a spreading activation network,4,6,0,0,0,0,0,0,14,1999
A re-examination of text categorization methods,0,6,0,0,0,4,0,0,12,1999
Combining multiple evidence from different types of thesaurus for query expansion,0,9,0,0,0,0,0,36,12,1999
From reading to retrieval: freeform ink annotations as queries,6,6,0,0,0,0,0,36,12,1999
A hidden Markov model information retrieval system,6,3,0,0,0,0,0,0,9,1999
Document expansion for speech retrieval,4,2,0,0,0,0,0,0,8,1999
Partial replica selection based on relevance for information retrieval,8,0,0,0,0,0,0,0,8,1999
The paraphrase search assistant: terminological feedback for iterative information seeking,0,2,0,0,0,0,0,16,8,1999
Information retrieval based on context distance and morphology,4,0,0,0,0,0,0,0,6,1999
SCAN: designing and evaluating user interfaces to support retrieval from speech archives,6,0,0,0,0,0,0,0,6,1999
Using a belief revision operator for document ranking in extended Boolean models,6,0,0,0,0,0,0,0,6,1999
A probabilistic solution to the selection and fusion problem in distributed information retrieval,1,3,0,0,0,0,0,0,5,1999
Cross-language information retrieval based on parallel texts and automatic mining of parallel texts from the Web,4,0,0,0,0,0,0,0,4,1999
Evaluating a visualisation of image similarity (poster abstract),0,0,0,0,0,0,0,0,4,1999
Interactive Internet search through automatic clustering (poster abstract): an empirical study,0,0,0,0,0,0,0,0,4,1999
Phrasier: a system for interactive document retrieval using keyphrases,0,0,0,0,0,0,0,0,4,1999
Summarizing text documents: sentence selection and evaluation metrics,0,0,0,4,0,0,0,0,4,1999
A new statistical formula for Chinese text segmentation incorporating contextual information,0,3,0,0,0,0,0,9,3,1999
ATTICS (poster abstract): a software platform for online text classification,0,0,0,0,0,0,0,0,3,1999
Discovering Chinese words from unsegmented text (poster abstract),0,0,0,0,0,0,0,0,3,1999
Estimating precision by random sampling (poster abstract),0,0,0,0,0,0,0,0,3,1999
Information access across the language barrier (demonstration abstract): the MuST system,0,0,0,0,0,0,0,0,3,1999
An Internet-based newspaper filtering and personalization system (demonstration abstract),0,0,0,0,0,0,0,0,2,1999
An intelligent adaptive filtering agent based on an on-line learning model (poster abstract),0,0,0,0,0,0,0,0,2,1999
CHROMA (demonstration abstract): a content-based image retrieval system,0,0,0,0,0,0,0,0,2,1999
Effective document presentation with a locality-based similarity heuristic,0,2,0,0,0,0,0,0,2,1999
Hierarchical neural networks for text categorization (poster abstract),0,0,0,0,0,0,0,0,2,1999
Information Retrieval as Statistical Translation,0,0,0,0,0,0,0,0,2,1999
Machine translation and monolingual information retrieval (poster abstract),0,0,0,0,0,0,0,0,2,1999
Statistical phrases for vector-space information retrieval (poster abstract),0,0,0,0,0,0,0,0,2,1999
The decomposition of human-written summary sentences,0,0,0,0,0,0,0,0,2,1999
Ultra-summarization (poster abstract): a statistical approach to generating highly condensed non-extractive summaries,0,0,0,0,0,0,0,0,2,1999
A similarity-based probability model for latent semantic indexing,0,0,0,0,0,0,0,0,1,1999
Adaptive cluster-based browsing using incrementally expanded queries and its effects (poster abstract),0,0,0,0,0,0,0,0,1,1999
Content-based retrieval for music collections,0,0,0,0,0,0,0,0,1,1999
Probabilistic latent semantic indexing,1,0,0,0,0,0,0,0,1,1999
The automatic construction of large-scale corpora for summarization research,0,0,0,0,0,0,0,0,1,1999
Boosting and Rocchio applied to text filtering,3,12,0,0,0,0,3,0,24,1998
On-Line New Event Detection and Tracking,0,0,0,0,0,0,0,0,21,1998
DOLORES: a system for logic-based retrieval of multimedia objects,0,3,0,0,0,0,0,0,18,1998
Evaluating database selection techniques: a testbed and experiment,0,0,0,0,0,0,0,0,15,1998
Lessons from BMIR-J2: a test collection for Japanese IR systems,0,0,0,0,0,0,0,0,14,1998
Effective retrieval with distributed collections,0,0,0,0,0,0,0,0,12,1998
Experiments in Japanese text retrieval and routing using the NEAT system,0,0,0,0,0,0,0,0,12,1998
New techniques for open-vocabulary spoken document retrieval,0,3,0,0,0,0,0,0,12,1998
Personal browser,0,8,0,0,0,0,0,0,8,1998
Resolving ambiguity for cross-language retrieval,0,0,0,0,0,0,0,0,8,1998
Web document clustering: a feasibility demonstration,2,0,0,0,0,0,0,0,8,1998
Extracting classification knowledge of Internet documents with mining term associations: a semantic approach,0,0,0,0,0,0,0,0,6,1998
Measures of relative relevance and ranked half-life: performance indicators for interactive IR,0,0,0,0,0,0,0,0,6,1998
The impact of query structure and query expansion on retrieval performance,0,0,0,0,0,0,0,0,6,1998
Towards a fast precision-oriented image retrieval system,0,0,0,0,0,0,0,0,5,1998
A Language Modeling Approach to Information Retrieval,0,0,0,0,0,0,0,8,4,1998
A flexible model for retrieval of SGML documents,0,0,0,0,0,0,0,0,4,1998
A theory of term weighting based on exploratory data analysis,1,2,0,0,0,0,0,8,4,1998
Advantages of query biased summaries in information retrieval,4,0,0,0,0,0,0,8,4,1998
"Aspect windows, 3-D visualizations, and indirect comparisons of information retrieval systems",0,0,0,0,0,0,0,0,4,1998
Automatic essay grading using text categorization techniques,0,0,0,0,0,0,0,0,4,1998
Fast searching on compressed text allowing errors,0,0,0,0,0,0,0,0,4,1998
Using a generalized instance set for automatic text categorization,0,0,0,0,0,0,0,0,4,1998
Efficient construction of large test collections,0,0,0,0,0,0,0,0,3,1998
Improving automatic query expansion,0,0,0,0,0,0,0,0,3,1998
The WebCluster project. Using clustering for mediating access to the World Wide Web,0,0,0,0,0,0,0,0,3,1998
The effects of query structure and dictionary setups in dictionary-based cross-language information retrieval,0,1,0,0,0,0,0,6,3,1998
Comparing interactive information retrieval systems across sites: the TREC-6 interactive track matrix experiment,2,0,0,0,0,0,0,0,2,1998
Compressed inverted files with reduced decoding overheads,0,0,0,0,0,0,0,0,2,1998
Distributional clustering of words for text classification,0,0,0,0,0,0,0,0,2,1998
Efficient search server assignment in a disproportionate system environment,0,0,0,0,0,0,0,0,2,1998
Four text classification algorithms compared on a Dutch corpus,0,0,0,0,0,0,0,0,2,1998
Improved algorithms for topic distillation in a hyperlinked environment,0,0,0,0,0,0,0,0,2,1998
Improving two-stage ad-hoc retrieval for short queries,0,0,0,0,0,0,0,0,2,1998
Interactive multidimensional document visualization,0,0,0,0,0,0,0,0,2,1998
Modeling and combining evidence provided by document relationships using probabilistic argumentation systems,0,0,0,0,0,0,0,0,2,1998
Optimizing query evaluation in n-gram indexing,0,0,0,0,0,0,0,0,2,1998
Speech retrieval using phonemes with error correction,0,0,0,0,0,0,0,0,2,1998
"The use of MMR, diversity-based reranking for reordering documents and producing summaries",0,0,0,0,0,0,0,0,2,1998
Visual interactions with a multidimensional ranked list,0,2,0,0,0,0,0,0,2,1998
Learning while filtering documents,0,0,0,0,0,0,0,0,1,1998
Cross-language speech retrieval: establishing a baseline performance,0,3,0,0,0,0,0,0,15,1997
Cat-a-Cone: an interactive interface for specifying searches and viewing retrieval results using a large category hierarchy,0,2,0,0,0,0,0,16,8,1997
Overlapping statistical word indexing: a new indexing method for Japanese text,0,0,0,0,0,0,0,0,8,1997
Projections for efficient document clustering,2,0,0,0,0,0,0,0,6,1997
Chinese text retrieval without using a dictionary,0,0,0,0,0,0,0,0,5,1997
Using semantic contents and WordNet in image retrieval,0,0,0,0,0,0,0,0,5,1997
Almost-constant-time clustering of arbitrary corpus subsets4,0,0,0,0,0,0,0,0,4,1997
Phrasal translation and query expansion techniques for cross-language information retrieval,0,0,0,0,0,0,0,0,4,1997
Comparing representations in Chinese information retrieval,0,0,0,0,0,0,0,0,3,1997
Computationally tractable probabilistic modeling of Boolean operators,0,0,0,0,0,0,0,0,3,1997
"Feature selection, perceptron learning, and a usability case study for text categorization",0,0,0,0,0,0,0,0,3,1997
Learning routing queries in a query zone,0,0,0,0,0,0,0,0,3,1997
Analyses of multiple evidence combination,0,0,0,0,0,0,0,0,2,1997
Automatic feedback using past queries: social searching?,0,0,0,0,0,0,0,0,2,1997
Effectiveness of a graphical display of retrieval results,0,0,0,0,0,0,0,0,2,1997
The potential and actual effectiveness of interactive query expansion,0,0,0,0,0,0,0,2,2,1997
Dempster-Shafer's theory of evidence applied to structured documents: modelling uncertainty,0,0,0,0,0,0,0,0,1,1997
Guessing morphology from terms and corpora,1,0,0,0,0,0,0,0,1,1997
A deductive data model for query expansion,10,0,0,0,0,0,0,0,15,1996
Method combination for document filtering,0,0,0,0,0,0,0,90,15,1996
Combining classifiers in text categorization,8,0,0,0,0,0,0,0,12,1996
Visualizing search results: some alternatives to query-document similarity,0,0,0,0,0,0,0,0,10,1996
Efficient processing of one and two dimensional proximity queries in associative memory,0,0,0,0,0,0,0,0,8,1996
Reexamining the cluster hypothesis: scatter/gather on retrieval results,0,4,0,0,0,0,0,0,8,1996
Training algorithms for linear text classifiers,0,0,0,0,0,0,0,32,8,1996
Efficient transaction support for dynamic information retrieval systems,0,0,0,0,0,0,0,0,6,1996
Retrieval of complex objects using a four-valued logic,4,0,2,0,0,0,0,0,6,1996
Query Expansion Using Local and Global Document Analysis,0,0,0,0,0,2,0,0,4,1996
Querying across languages: a dictionary-based approach to multilingual information retrieval,0,0,0,0,0,0,0,0,4,1996
Evaluating user interfaces to information retrieval systems: a case study on user support,0,0,0,0,0,0,0,0,3,1996
A relevance terminological logic for information retrieval,0,0,0,0,0,0,0,0,2,1996
An architecture for implementing extensible information-seeking environments,0,0,0,0,0,0,0,0,2,1996
Experiments on using semantic distances between words in image caption retrieval,0,0,0,0,0,0,0,0,2,1996
Image organization and retrieval with automatically constructed feature vectors,0,0,0,0,0,0,0,0,2,1996
Interactive information retrieval systems: from user centered interface design to software design,0,0,0,0,0,0,0,0,2,1996
Phonetic string matching: lessons from information retrieval,2,0,0,0,0,0,0,0,2,1996
The design of a high performance information filtering system,0,0,0,0,0,0,0,4,2,1996
Using n-grams for Korean text retrieval,0,0,0,0,0,0,0,0,2,1996
Viewing stemming as recall enhancement,0,0,2,0,0,0,0,4,2,1996
Assessed relevance and stylistic variation,0,1,0,0,0,0,0,0,1,1996
Incremental relevance feedback for information filtering,0,0,0,0,0,0,0,0,1,1996
Panel: building and using test collections,1,0,0,0,0,0,0,0,1,1996
A comparison of classifiers and document representations for the routing problem,9,6,0,0,0,0,0,54,18,1995
A trainable document summarizer,3,0,0,0,0,0,0,0,6,1995
On the reuse of past optimal queries,2,2,0,0,0,0,0,0,6,1995
A case-based approach to intelligent information retrieval,0,0,2,0,0,0,0,0,4,1995
Efficient processing of vague queries using a data stream approach,0,2,0,0,0,0,0,0,4,1995
Combining multiple evidence from different properties of weighting schemes,0,0,0,0,0,0,0,0,3,1995
Noise reduction in a statistical approach to text categorization,0,0,0,0,0,0,0,0,3,1995
A language for queries on structure and contents of textual databases,0,0,0,0,0,0,0,0,2,1995
"An NF2 relational interface for document retrieval, restructuring and aggregation",0,0,0,0,0,0,0,0,2,1995
Cluster-based text categorization: a comparison of category search strategies,0,0,0,0,0,0,0,0,2,1995
Design of reusable IR framework,0,0,0,0,0,0,0,0,2,1995
Little words can make a big difference for text classification,0,1,0,0,0,0,0,0,2,1995
Optimization of relevance feedback weights,0,0,0,0,0,0,0,0,2,1995
Efficient recompression techniques for dynamic full-text retrieval systems,0,0,0,0,0,0,0,0,1,1995
Fast evaluation of structured queries for information retrieval,0,0,0,0,0,0,0,0,1,1995
One term or two?,1,0,0,0,0,0,0,0,1,1995
Partial orders for document representation: a new methodology for combining document features,0,1,0,0,0,0,0,0,1,1995
The newspaper image database: empirical supported analysis of users' typology and word association clusters,0,0,0,0,0,0,0,0,1,1995
An evaluation of query processing strategies using the TIPSTER collection,0,0,0,0,0,0,0,0,10,1993
Integrating a dynamic lexicon with a dynamic full-text retrieval system,0,0,0,0,0,0,0,0,6,1993
SPIDER: a multiuser information retrieval system for semistructured and dynamic data,2,2,0,0,0,0,0,0,6,1993
Compression of indexes with full positional information in very large text databases,0,0,0,0,0,0,0,0,4,1993
Relevance feedback and inference networks,0,0,0,0,0,0,0,0,4,1993
The effect multiple query representations on information retrieval system performance,0,0,0,0,0,0,0,0,4,1993
Computation of term associations by a neural network,0,0,0,0,0,0,0,0,3,1993
Constant interaction-time scatter/gather browsing of very large document collections,0,0,0,0,0,0,0,0,3,1993
